1/1/18,7,7,7,7,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,11,11,9,9,9,9,9,9,9,9,9,9,9,4,4,9,9,3,3,3,3,3,2,1,1
1/2/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,53,53,53,53,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2
1/3/18,3,3,1,1,1,1,1,1,1,1,1,1,1,2,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1/4/18,3,3,3,3,5,2,3,3,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,6,6,3,3,3,3,3,3
1/5/18,3,3,2,2,11,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,9,3,3,3,3,3,3,3,3,11,4,9,3,5,5,3
1/6/18,3,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,8,3,5,3,3,3,8,8,3,3,3,3,4,4,8,8,3,3,3,3,3,3
1/7/18,3,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,2,3,3,5,3,8,5,3,4,4,8,3,3,3,3,2,8,10,1,1,1,1,1
1/8/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2
1/9/18,10,1,1,1,1,1,1,1,1,1,1,1,1,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1/10/18,3,3,3,5,2,2,1,1,1,1,1,1,1,1,2,8,2,53,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,11,3,2
1/11/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,2,3,5,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,5,8,8,4,4,3,3,3,3,3,3,3,10,1
1/12/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,8,8,8,4,4,4,8,8,3,3,2,10,1,1
1/13/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,8,8,8,8,4,5,5,5,5,5,5,8,8,8,8,8,8,5,7,7,7,7,7,7,7,7,7
1/14/18,7,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,8,5,7,7,7,7,7,5,8,3,3,3,9,9,9,4,8,8,3,3,3,9,9,2,1,1,1
1/15/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,53,5,5,5,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,8,11,11,2,10,1
1/16/18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,11,2,10,1
1/17/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,11,2,3
1/18/18,10,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,7,7,7,7,3,3,3
1/19/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,8,4,8,8,8,3,3,3,3,3,3,3,3
1/20/18,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,8,8,8,7,7,7,7,4,4,4,7,7,7,11,11,11,7,7,7,7,7,7,7,7,3,3,8
1/21/18,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,9,3,3,3,3,3,3,6,6,6,6,6,9,4,4,4,4,7,11,11,9,9,1,1,1,1,1
1/22/18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,53,53,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,5,3,2,2,1,1
1/23/18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3,3,3,3,3,3
1/24/18,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2
1/25/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,5,5,5,5,5,5,4,6,6,6,2,1,1,1,1
1/26/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,6,6,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,11,9,3,3,3,11,1,1
1/27/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,8,11,11,3,8,8,9,9,9,4,9,9,9,8,8,8,8,8,8,4,10,10,10,9,9,2,11,1,1
1/28/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,3,3,3,6,6,4,9,9,9,9,9,9,9,9,4,9,9,9,8,8,1,1,1,1
1/29/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,53,53,53,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,8,11,2,1,1
1/30/18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1/31/18,5,1,1,1,1,1,1,1,1,1,1,1,1,8,8,3,2,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/1/18,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,53,5,5,5,5,4,11,9,9,2,3,3,1,1
2/2/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,6,6,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,8,8,3,3,3,4,11,3,3,3,3,2,11,1
2/3/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,4,4,4,11,9,9,9,9,2,8,8,1,1
2/4/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,8,8,8,8,6,6,6,3,9,9,9,7,7,7,7,7,7,7,7,7,7,9,9,2,8,8,8,1
2/5/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,2
2/6/18,1,1,1,1,1,1,1,1,1,1,1,1,2,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,5,7,7,2,11,1
2/7/18,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,53,3,3,3,5,5,5,5,5,7,7,2,1
2/8/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,11,11,9,9,9,4,7,7,11,11,11,11,11,11,11,11,2,7,7,7,7,7,7,11,11,8,8,10,1,1
2/9/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,2,4,5,7,7,7,7,5,4,10,10,8,8,8,9,9,4,4,4,4,10,10,10,10,10,10,3,3,1,1
2/10/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,11,11,11,11,11,5,8,8,8,8,5,4,11,11,11,11,11,11,11,4,11,11,11,11,11,11,11,11,1,1
2/11/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,11,11,5,11,11,11,5,1,11,11,11,11,11,11,5,5,5,5,5,5,5,5,2,11,1,1,1
2/12/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,8,8,11,11,2,1
2/13/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,8,8,11,2,11,1
2/14/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,11,3,2,11
2/15/18,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
2/16/18,2,1,1,3,3,3,1,1,1,1,1,1,1,1,8,3,3,3,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,7,7,2,1
2/17/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,7,7,7,7,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,3,3,3,7,7,7,7,8,8,8
2/18/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3
2/19/18,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2/20/18,3,3,3,5,2,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
