2/21/18,3,3,3,3,5,2,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,5,2,1
2/22/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,4,3,3,3,3,3,53,5,5,5,5,5,5,4,8,9,11,3,3,11,11,11,2
2/23/18,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,2,1,1,1,1,1
2/24/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,9,9,9,9,9,9,1,1,1
2/25/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,9,9,6,6,6,6,9,9,9,9,9,9,4,4,4,11,11,2,3,3,3,3,3,8,1,1
2/26/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,50,50,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,2,3,3,3
2/27/18,3,3,1,1,1,1,1,1,1,1,1,1,1,8,8,2,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
2/28/18,50,3,11,1,1,1,1,1,1,1,1,1,1,8,8,2,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,7,7,7,7
3/1/18,7,7,7,7,7,7,7,7,5,2,1,1,1,1,1,1,1,2,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,53,53,53,53,50,50,50,4,11,11,2,1,1,1
3/2/18,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,5,6,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,11,11,11,11,2,2
3/3/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,8,8,9,9,3,3,9,9,3,3,9,3,11,3,11,9,4,11,8,8,11,3,3,3,3,3
3/4/18,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,11,11,3,7,7,11,9,2,9,9,9,11,9,9,3,7,7,7,5,5,8,8,2,8,1,1
3/5/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,8,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,8,11,11,3,3,3,1
3/6/18,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,2,11,3,3,1,1
3/7/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,11
3/8/18,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,53,53,5,5,50,50,4,4,9,3,3,3,3,1
3/9/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,6,6,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,8,8,2,2,1,1,1,1,1
3/10/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,11,11,11,8,5,8,11,11,11,11,11,11,5,9,9,9,8,8,4,4,11,11,11,1,1,1,1,1
3/11/18,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,11,9,9,9,9,4,9,9,9,9,9,9,9,9,4,4,11,11,11,11,11,1,1,1,1,1,1
3/12/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,11,11,11,11,11,4,11,11,11,1,1,1,1,11,9,9,4,4,9,3,2,10,10,10,1,1,1,1
3/13/18,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,10,1,1,1,1
3/14/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,11,11,1
3/15/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,4,3,3,3,1,1,3,3,3,3,3,3,4,4,8,6,6,6,2,10,10,1,1
3/16/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,11,11,2,10,1,1,1,1,1,1
3/17/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,11,2,5,9,9,9,9,3,7,7,7,7,7,7,7,7,7,7,7,4,11,11,11,11,11,11,2,1
3/18/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,11,9,9,6,6,4,11,11,9,9,9,9,9,9,9,9,4,4,11,9,2,8,8,1,1,1,1,1
3/19/18,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,5,5,5,5,5,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5
3/20/18,6,10,1,1,1,1,1,1,1,1,1,1,1,8,2,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,3,3,3,3,5
3/21/18,2,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
3/22/18,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,50,50,53,53,4,2,3,3,3,3,3,3
3/23/18,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,4,11,3,9,10,1,1
3/24/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,11,11,6,4,11,11,9,3,3,3,3,3,3,4,4,11,11,2,10,1,1,1,1,1
3/25/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,8,11,11,3,3,3,4,3,3,3,6,6,3,3,3,4,4,9,9,9,3,3,3,2,1,1,1
3/26/18,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,50,50,53,5,50,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,11,2,1,1
3/27/18,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,2,50,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,50,11,2
3/28/18,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,4,11,3,3,3
3/29/18,3,3,10,1,1,1,1,1,1,1,1,1,1,1,1,2,50,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,50,50,53,53,5,3,3,3,3,3,3
3/30/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,3,3
3/31/18,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,5,5,7,7,7,7,7,9,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4/1/18,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,7,7,7,7,5,5,5,5,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/2/18,3,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,2,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/3/18,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,8,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/4/18,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,3,3,3,3
4/5/18,5,11,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,53,3,3,3,3,3,3,3,3,3,3,3,5,53,53,53,53,53,5,5,4,4,6,6,6,2,2,1,1,1
4/6/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,11,9,3,3,3,3,3
4/7/18,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,9,9,9,9,3,3,3,3,3,3,3,4,9,3,3,7,7,7,7,7,9,9,8
4/8/18,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,9,9,4,9,9,9,3,3,2,2,1,1,1,1
4/9/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,53,50,50,50,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3
4/10/18,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,8,5,3,3,3,3,3,3,3,3,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/11/18,3,3,50,2,1,1,1,1,1,1,1,1,1,1,1,1,2,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,11,2,1
4/12/18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,8,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,50,50,50,50,4,9,3,2,1,1,1,1
4/13/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,11,11,11,9,8,8,1,1,1,1
4/14/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,2,9,9,8,8,8,8,4,11,11,1,1,1,1,8,8,8,8,3,3,2,8,4,8,8,8,2,11,11,11,1
4/15/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,2,9,9,9,9,4,9,9,9,9,3,3,9,9,9,4,4,9,9,9,9,9,2,10,1,1,1
4/16/18,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,4,3,3
4/17/18,3,9,9,9,9,1,1,1,1,1,1,1,1,1,4,8,8,50,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,50,50,4,11,11,3,3,3,2,3
4/18/18,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,11,11,8,11,2,3,3,3,3
4/19/18,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,4,6,6,6,8,3,3,3,3
4/20/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,6,6,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,11,11,3,3,3,3,11,1
4/21/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,8,8,8,9,4,11,9,2,3,3,3,3,3,6,6,8,8,9,9,9,9,11,4,11,9,3,3,3
4/22/18,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,9,2,3,3,3,3,3,7,7,7,3,3,3,3,3,4,3,3,3,3,3,3,8,10,1,1
4/23/18,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,57,57,53,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,3,3,8,3,3,3,3
4/24/18,3,3,3,3,2,11,11,1,1,1,1,1,1,1,1,1,2,2,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,7,3,3
4/25/18,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3
4/26/18,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,8,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,50,50,50,53,50,50,3,7,7,7,7,7,7,5,3
4/27/18,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,8,11,3,3,4,4,11,11,3,3,3,8,3,3
4/28/18,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,8,8,8,8,8,8,9,9,3,3,11,11,3,3,3,3,3,11,11,11,11,2,1,1
4/29/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,9,3,9,9,9,9,9,4,11,11,11,11,3,9,6,11,9,4,11,9,9,3,2,8,11,1,1,1
4/30/18,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,50,50,50,50,50,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,50,4,11,11,11,3,3,3,3,3
5/1/18,3,2,1,1,1,1,1,1,1,1,1,1,1,2,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,8,7,3,3,3
5/2/18,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,3,5,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,58,8,11,11,3,3
5/3/18,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,2,2,5,3,3,3,3,3,3,3,3,4,3,3,3,3,3,50,50,57,57,57,57,4,8,6,6,6,3,3,3,3,1
5/4/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,11,3,3,4,11,3,3,3,3,3
5/5/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,3,3,8,8,8,8,8,5,6,6,3,3,3,3,3,4,4,11,11,11,8,8,2,3,3,3
5/6/18,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,9,3,3,3,4,9,3,3,3,3,3,3,9,9,4,11,11,11,9,3,3,3,3,3,3,3
5/7/18,3,3,3,1,1,1,1,1,1,1,1,1,1,4,2,5,5,50,50,5,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,8,8,11,3,3,3
5/8/18,3,3,3,3,3,3,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,8,11,11,3,3,3
5/9/18,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,11,11,3,3,3
5/10/18,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,8,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,58,50,50,5,5,2,4,11,3,3,3,3
5/11/18,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,6,6,6,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,11,11,3,3,3,3,3
5/12/18,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,8,8,8,11,11,9,9,6,6,9,9,9,9,9,9,9,9,4,4,11,11,11,11,3,1,1,1
5/13/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,8,4,4,11,9,7,7,2,3,1,1,1
5/14/18,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,5,5,5,58,50,50,53,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,5,4,11,11,3,3,3,3,3,3,3
5/15/18,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,7,11,3,3,3,3,3,2
5/16/18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3
5/17/18,3,3,2,1,1,1,1,1,1,1,1,2,3,3,58,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,58,50,57,57,2,1,1,1
